code_BLOSUM62_GO_-10_GE_-0.2,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2
'PRANK_b0#0056_htH_tree_56_OP_0.23502932209680477_Split_56.fasta', 29869.0, 0.049, 22826, 0.037, 10984, 0.018, 116531, 0.191, 163736.0, 0.269, -10437, -0.017, 20152.8, 0.033
'PRANK_b0#0056_htT_tree_99_OP_0.18594199344926288_Split_56.fasta', 30405.0, 0.05, 24371, 0.04, 8992, 0.015, 112369, 0.183, 164492.0, 0.268, -10102, -0.016, 41996.2, 0.068
'PRANK_b0#0056_thH_tree_99_OP_0.18594199344926288_Split_56.fasta', 30936.0, 0.051, 24879, 0.041, 8653, 0.014, 110291, 0.181, 167822.0, 0.275, -11749, -0.019, 47484.8, 0.078
'PRANK_b0#0056_thT_tree_56_OP_0.23502932209680477_Split_56.fasta', 30461.0, 0.052, 23161, 0.04, 11044, 0.019, 114677, 0.197, 166611.0, 0.286, -10306, -0.018, 22929.6, 0.039
'PRANK_b0#0056_thT_tree_99_OP_0.18594199344926288_Split_56.fasta', 30405.0, 0.05, 24371, 0.04, 8992, 0.015, 112369, 0.183, 164492.0, 0.268, -10102, -0.016, 41996.2, 0.068
'PRANK_b0#0056_ttH_tree_56_OP_0.23502932209680477_Split_56.fasta', 29856.0, 0.049, 22833, 0.038, 11033, 0.018, 116543, 0.191, 163618.0, 0.269, -10463, -0.017, 19516.4, 0.032
'PRANK_b0#0056_ttH_tree_99_OP_0.18594199344926288_Split_56.fasta', 31020.0, 0.051, 24698, 0.04, 8718, 0.014, 110485, 0.181, 168334.0, 0.276, -11651, -0.019, 47406.0, 0.078
'PRANK_b0#0057_htH_tree_64_OP_0.05970650417263379_Split_57.fasta', 28919.0, 0.045, 22179, 0.034, 5460, 0.008, 119725, 0.185, 156348.0, 0.242, -9878, -0.015, 67925.0, 0.105
'PRANK_b0#0057_thH_tree_64_OP_0.05970650417263379_Split_57.fasta', 28920.0, 0.045, 22175, 0.034, 5453, 0.008, 119731, 0.185, 156353.0, 0.242, -9869, -0.015, 68007.8, 0.105
'PRANK_b0#0057_thT_tree_64_OP_0.05970650417263379_Split_57.fasta', 28834.0, 0.044, 22128, 0.034, 5387, 0.008, 119997, 0.185, 155574.0, 0.24, -9686, -0.015, 68018.6, 0.105
'PRANK_b0#0057_ttH_tree_64_OP_0.05970650417263379_Split_57.fasta', 28920.0, 0.045, 22175, 0.034, 5453, 0.008, 119731, 0.185, 156353.0, 0.242, -9869, -0.015, 68007.8, 0.105
'PRANK_b0#0058_hhH_tree_84_OP_0.3564845080908704_Split_58.fasta', 29868.0, 0.045, 21361, 0.032, 12507, 0.019, 119463, 0.18, 160800.0, 0.243, -7191, -0.011, 4646.4, 0.007
'PRANK_b0#0058_hhT_tree_84_OP_0.3564845080908704_Split_58.fasta', 29776.0, 0.045, 21881, 0.033, 11879, 0.018, 118607, 0.18, 160390.0, 0.243, -7518, -0.011, 10360.6, 0.016
'PRANK_b0#0058_hhT_tree_97_OP_0.1673876920856745_Split_58.fasta', 31599.0, 0.048, 24039, 0.036, 9824, 0.015, 110645, 0.168, 170486.0, 0.258, -9072, -0.014, 41045.0, 0.062
'PRANK_b0#0058_htT_tree_84_OP_0.3564845080908704_Split_58.fasta', 29777.0, 0.046, 21896, 0.034, 11883, 0.018, 118575, 0.182, 160395.0, 0.246, -7527, -0.012, 10323.0, 0.016
'PRANK_b0#0058_htT_tree_97_OP_0.1673876920856745_Split_58.fasta', 31591.0, 0.048, 24028, 0.036, 9819, 0.015, 110683, 0.168, 170443.0, 0.258, -9067, -0.014, 41049.4, 0.062
'PRANK_b0#0058_thH_tree_97_OP_0.1673876920856745_Split_58.fasta', 31651.0, 0.048, 24476, 0.037, 9009, 0.014, 109667, 0.166, 170777.0, 0.259, -9785, -0.015, 48968.6, 0.074
'PRANK_b0#0058_thT_tree_97_OP_0.1673876920856745_Split_58.fasta', 31541.0, 0.048, 24092, 0.036, 9840, 0.015, 110655, 0.168, 170099.0, 0.258, -9137, -0.014, 40431.0, 0.061
'PRANK_b0#0058_ttT_tree_84_OP_0.3564845080908704_Split_58.fasta', 29892.0, 0.045, 21805, 0.033, 11725, 0.018, 118527, 0.178, 160853.0, 0.241, -7212, -0.011, 12685.6, 0.019
'PRANK_b0#0059_hhT_tree_80_OP_0.3860599313375234_Split_59.fasta', 30539.0, 0.048, 22673, 0.035, 11263, 0.018, 115497, 0.18, 165097.0, 0.257, -8449, -0.013, 20918.6, 0.033
'PRANK_b0#0059_htH_tree_36_OP_0.21650135794201675_Split_59.fasta', 28952.0, 0.044, 20931, 0.032, 9264, 0.014, 122155, 0.184, 155971.0, 0.235, -8769, -0.013, 30131.0, 0.045
'PRANK_b0#0059_htH_tree_80_OP_0.3860599313375234_Split_59.fasta', 30197.0, 0.047, 22302, 0.035, 11189, 0.017, 116923, 0.181, 163545.0, 0.253, -8785, -0.014, 19485.4, 0.03
'PRANK_b0#0059_htH_tree_85_OP_0.16592734946943577_Split_59.fasta', 29283.0, 0.045, 20994, 0.032, 11416, 0.018, 121367, 0.186, 158139.0, 0.243, -8410, -0.013, 11295.6, 0.017
'PRANK_b0#0059_htT_tree_36_OP_0.21650135794201675_Split_59.fasta', 29284.0, 0.046, 21344, 0.034, 10251, 0.016, 120665, 0.191, 158308.0, 0.25, -8777, -0.014, 22888.0, 0.036
'PRANK_b0#0059_htT_tree_80_OP_0.3860599313375234_Split_59.fasta', 30523.0, 0.048, 22635, 0.035, 11622, 0.018, 115605, 0.18, 165000.0, 0.257, -8510, -0.013, 17149.0, 0.027
'PRANK_b0#0059_htT_tree_85_OP_0.16592734946943577_Split_59.fasta', 29456.0, 0.049, 21242, 0.036, 11283, 0.019, 120525, 0.202, 159021.0, 0.267, -9103, -0.015, 12983.0, 0.022
'PRANK_b0#0059_thH_tree_36_OP_0.21650135794201675_Split_59.fasta', 28939.0, 0.044, 20938, 0.032, 9301, 0.014, 122167, 0.185, 155929.0, 0.236, -8849, -0.013, 29636.6, 0.045
'PRANK_b0#0059_thH_tree_85_OP_0.16592734946943577_Split_59.fasta', 29298.0, 0.046, 20973, 0.033, 11463, 0.018, 121379, 0.189, 158204.0, 0.246, -8364, -0.013, 10934.2, 0.017
'PRANK_b0#0059_ttH_tree_80_OP_0.3860599313375234_Split_59.fasta', 30180.0, 0.047, 22352, 0.035, 11182, 0.017, 116857, 0.181, 163490.0, 0.253, -8885, -0.014, 19413.6, 0.03
'PRANK_b0#0059_ttH_tree_85_OP_0.16592734946943577_Split_59.fasta', 29300.0, 0.046, 20971, 0.033, 11463, 0.018, 121379, 0.189, 158218.0, 0.246, -8360, -0.013, 10952.2, 0.017
'PRANK_b0#0059_ttT_tree_36_OP_0.21650135794201675_Split_59.fasta', 29284.0, 0.046, 21344, 0.034, 10255, 0.016, 120665, 0.191, 158308.0, 0.25, -8777, -0.014, 22848.0, 0.036
'PRANK_b0#0060_hhH_tree_24_OP_0.35224591752289836_Split_60.fasta', 32163.0, 0.054, 22864, 0.039, 11786, 0.02, 111867, 0.189, 174627.0, 0.295, -7679, -0.013, 26714.6, 0.045
'PRANK_b0#0060_hhT_tree_24_OP_0.35224591752289836_Split_60.fasta', 32349.0, 0.054, 23059, 0.038, 11493, 0.019, 111105, 0.185, 175368.0, 0.293, -7729, -0.013, 30488.0, 0.051
'PRANK_b0#0060_ttH_tree_24_OP_0.35224591752289836_Split_60.fasta', 32194.0, 0.054, 22838, 0.039, 11803, 0.02, 111857, 0.189, 174813.0, 0.295, -7652, -0.013, 26759.6, 0.045
'PRANK_b0#0060_ttT_tree_24_OP_0.35224591752289836_Split_60.fasta', 32272.0, 0.054, 23129, 0.039, 11479, 0.019, 111119, 0.185, 174926.0, 0.292, -7792, -0.013, 30120.2, 0.05
'PRANK_b0#0061_hhH_tree_16_OP_0.3566466444359746_Split_61.fasta', 25741.0, 0.038, 20900, 0.031, 12815, 0.019, 128639, 0.19, 139280.0, 0.205, -7890, -0.012, -22487.8, -0.033
'PRANK_b0#0061_thT_tree_16_OP_0.3566466444359746_Split_61.fasta', 29107.0, 0.047, 23004, 0.037, 13235, 0.021, 117699, 0.191, 157971.0, 0.256, -7257, -0.012, -5175.8, -0.008
'PRANK_b0#0061_ttH_tree_16_OP_0.3566466444359746_Split_61.fasta', 25741.0, 0.038, 20900, 0.031, 12791, 0.019, 128639, 0.19, 139280.0, 0.205, -7890, -0.012, -22247.8, -0.033
'PRANK_b0#0061_ttT_tree_16_OP_0.3566466444359746_Split_61.fasta', 29157.0, 0.047, 22960, 0.037, 13220, 0.021, 117687, 0.191, 158283.0, 0.257, -7225, -0.012, -4679.4, -0.008
'PRANK_b0#0062_hhH_tree_0_OP_0.4657131574362508_Split_62.fasta', 29201.0, 0.04, 20847, 0.028, 11303, 0.015, 121825, 0.165, 159444.0, 0.216, -6506, -0.009, 15543.0, 0.021
'PRANK_b0#0062_hhT_tree_81_OP_0.4058614503238694_Split_62.fasta', 30480.0, 0.05, 22739, 0.037, 12762, 0.021, 115483, 0.19, 165796.0, 0.272, -7830, -0.013, 7249.4, 0.012
'PRANK_b0#0062_htH_tree_0_OP_0.4657131574362508_Split_62.fasta', 29433.0, 0.041, 21129, 0.029, 11310, 0.016, 120797, 0.168, 160975.0, 0.224, -6565, -0.009, 17150.6, 0.024
'PRANK_b0#0062_htT_tree_81_OP_0.4058614503238694_Split_62.fasta', 30663.0, 0.05, 22844, 0.037, 12783, 0.021, 114907, 0.187, 166694.0, 0.272, -7824, -0.013, 8058.6, 0.013
'PRANK_b0#0062_thH_tree_81_OP_0.4058614503238694_Split_62.fasta', 30933.0, 0.051, 23043, 0.038, 12172, 0.02, 113969, 0.189, 169083.0, 0.28, -7977, -0.013, 16592.2, 0.027
'PRANK_b0#0062_thT_tree_0_OP_0.4657131574362508_Split_62.fasta', 29791.0, 0.042, 20756, 0.029, 11743, 0.016, 120827, 0.169, 162694.0, 0.227, -6113, -0.009, 14985.6, 0.021
'PRANK_b0#0062_thT_tree_81_OP_0.4058614503238694_Split_62.fasta', 30663.0, 0.05, 22844, 0.037, 12783, 0.021, 114907, 0.187, 166694.0, 0.272, -7824, -0.013, 8058.6, 0.013
'PRANK_b0#0062_ttT_tree_0_OP_0.4657131574362508_Split_62.fasta', 29023.0, 0.04, 20736, 0.029, 11463, 0.016, 122403, 0.169, 158500.0, 0.219, -6143, -0.008, 13246.4, 0.018
'PRANK_b0#0063_htH_tree_71_OP_0.26664288485028304_Split_63.fasta', 31004.0, 0.053, 22348, 0.038, 10058, 0.017, 115217, 0.198, 166665.0, 0.286, -8079, -0.014, 34962.6, 0.06
'PRANK_b0#0063_htT_tree_71_OP_0.26664288485028304_Split_63.fasta', 31751.0, 0.055, 22670, 0.039, 10555, 0.018, 113079, 0.197, 170670.0, 0.297, -7991, -0.014, 34513.2, 0.06
'PRANK_b0#0063_thH_tree_71_OP_0.26664288485028304_Split_63.fasta', 30985.0, 0.053, 22376, 0.038, 10031, 0.017, 115199, 0.198, 166533.0, 0.286, -8178, -0.014, 35005.2, 0.06
'PRANK_b0#0063_thT_tree_71_OP_0.26664288485028304_Split_63.fasta', 31779.0, 0.055, 22637, 0.039, 10557, 0.018, 113089, 0.197, 170838.0, 0.297, -7937, -0.014, 34713.2, 0.06
'PRANK_b0#0065_hhH_tree_48_OP_0.33799514808893955_Split_65.fasta', 30047.0, 0.048, 21491, 0.035, 10784, 0.017, 118845, 0.191, 161801.0, 0.26, -6450, -0.01, 23742.0, 0.038
'PRANK_b0#0065_htH_tree_48_OP_0.33799514808893955_Split_65.fasta', 30047.0, 0.048, 21491, 0.035, 10648, 0.017, 118845, 0.191, 161801.0, 0.26, -6450, -0.01, 25102.0, 0.04
'PRANK_b0#0065_thH_tree_48_OP_0.33799514808893955_Split_65.fasta', 30078.0, 0.048, 21459, 0.034, 10802, 0.017, 118847, 0.191, 161987.0, 0.26, -6388, -0.01, 23809.6, 0.038
'PRANK_b0#0065_thT_tree_48_OP_0.33799514808893955_Split_65.fasta', 30616.0, 0.051, 21897, 0.036, 10562, 0.018, 116895, 0.194, 164421.0, 0.273, -6738, -0.011, 28684.0, 0.048
'PRANK_b0#0067_hhH_tree_6_OP_0.18497671267226667_Split_67.fasta', 29713.0, 0.046, 22990, 0.035, 7686, 0.012, 116515, 0.178, 162004.0, 0.248, -10521, -0.016, 51320.0, 0.079
'PRANK_b0#0067_htH_tree_6_OP_0.18497671267226667_Split_67.fasta', 29740.0, 0.046, 22965, 0.035, 7693, 0.012, 116511, 0.178, 162166.0, 0.248, -10474, -0.016, 51459.8, 0.079
'PRANK_b0#0067_thT_tree_6_OP_0.18497671267226667_Split_67.fasta', 30522.0, 0.047, 22811, 0.035, 7857, 0.012, 115255, 0.178, 165993.0, 0.257, -10142, -0.016, 54230.0, 0.084
'PRANK_b0#0067_ttT_tree_6_OP_0.18497671267226667_Split_67.fasta', 30522.0, 0.047, 22811, 0.035, 7860, 0.012, 115255, 0.178, 165993.0, 0.257, -10142, -0.016, 54200.0, 0.084
'PRANK_b0#0070_htH_tree_30_OP_0.20469024912096356_Split_70.fasta', 30278.0, 0.048, 23616, 0.038, 9917, 0.016, 114133, 0.182, 164369.0, 0.263, -9206, -0.015, 33166.4, 0.053
'PRANK_b0#0070_htH_tree_43_OP_0.41666011848334805_Split_70.fasta', 33060.0, 0.057, 23178, 0.04, 10936, 0.019, 109445, 0.189, 179113.0, 0.309, -8070, -0.014, 39794.0, 0.069
'PRANK_b0#0070_htT_tree_30_OP_0.20469024912096356_Split_70.fasta', 30500.0, 0.049, 23408, 0.038, 9638, 0.016, 114105, 0.184, 165371.0, 0.267, -9112, -0.015, 37058.0, 0.06
'PRANK_b0#0070_thH_tree_30_OP_0.20469024912096356_Split_70.fasta', 30243.0, 0.048, 23424, 0.037, 10347, 0.017, 114587, 0.183, 164163.0, 0.263, -8822, -0.014, 28953.6, 0.046
'PRANK_b0#0070_thH_tree_43_OP_0.41666011848334805_Split_70.fasta', 33061.0, 0.057, 23164, 0.04, 10941, 0.019, 109471, 0.189, 179117.0, 0.309, -8051, -0.014, 39761.8, 0.069
'PRANK_b0#0070_ttH_tree_43_OP_0.41666011848334805_Split_70.fasta', 33111.0, 0.057, 22851, 0.039, 11327, 0.02, 109997, 0.189, 179510.0, 0.309, -8031, -0.014, 36209.6, 0.062
'PRANK_b0#0070_ttT_tree_30_OP_0.20469024912096356_Split_70.fasta', 30495.0, 0.049, 23418, 0.038, 9630, 0.016, 114095, 0.184, 165341.0, 0.267, -9168, -0.015, 37054.0, 0.06
'PRANK_b0#0070_ttT_tree_43_OP_0.41666011848334805_Split_70.fasta', 33069.0, 0.058, 23160, 0.04, 11023, 0.019, 109463, 0.191, 179198.0, 0.312, -7731, -0.013, 39344.4, 0.068
'PRANK_b0#0073_htT_tree_10_OP_0.17197861239551077_Split_73.fasta', 28273.0, 0.038, 21776, 0.029, 7421, 0.01, 121823, 0.162, 152957.0, 0.203, -8474, -0.011, 45908.4, 0.061
'PRANK_b0#0073_thH_tree_10_OP_0.17197861239551077_Split_73.fasta', 28857.0, 0.043, 21896, 0.033, 7723, 0.011, 120415, 0.179, 156118.0, 0.232, -9171, -0.014, 45634.0, 0.068
'PRANK_b0#0073_ttH_tree_10_OP_0.17197861239551077_Split_73.fasta', 28857.0, 0.043, 21896, 0.033, 7742, 0.012, 120415, 0.179, 156118.0, 0.232, -9171, -0.014, 45444.0, 0.068
'PRANK_b0#0073_ttT_tree_10_OP_0.17197861239551077_Split_73.fasta', 28273.0, 0.038, 21776, 0.029, 7421, 0.01, 121823, 0.162, 152957.0, 0.203, -8474, -0.011, 45908.4, 0.061
'PRANK_b0#0077_hhH_tree_35_OP_0.23719613041625226_Split_77.fasta', 27985.0, 0.039, 21337, 0.03, 8666, 0.012, 123277, 0.174, 151721.0, 0.214, -9801, -0.014, 30604.6, 0.043
'PRANK_b0#0077_hhT_tree_35_OP_0.23719613041625226_Split_77.fasta', 26622.0, 0.038, 21042, 0.03, 8599, 0.012, 126593, 0.178, 144651.0, 0.204, -8313, -0.012, 25029.4, 0.035
'PRANK_b0#0077_htT_tree_35_OP_0.23719613041625226_Split_77.fasta', 26525.0, 0.037, 21069, 0.03, 8751, 0.012, 126733, 0.179, 144244.0, 0.203, -8463, -0.012, 22924.4, 0.032
'PRANK_b0#0077_htT_tree_79_OP_0.39849921812999034_Split_77.fasta', 31033.0, 0.044, 23181, 0.033, 11152, 0.016, 113493, 0.162, 168133.0, 0.24, -8726, -0.012, 25188.4, 0.036
'PRANK_b0#0077_thH_tree_35_OP_0.23719613041625226_Split_77.fasta', 27910.0, 0.039, 21308, 0.03, 8777, 0.012, 123485, 0.174, 151421.0, 0.213, -9826, -0.014, 29128.0, 0.041
'PRANK_b0#0077_thH_tree_79_OP_0.39849921812999034_Split_77.fasta', 30756.0, 0.043, 22859, 0.032, 11115, 0.016, 114691, 0.162, 166774.0, 0.235, -9001, -0.013, 23684.8, 0.033
'PRANK_b0#0077_thT_tree_79_OP_0.39849921812999034_Split_77.fasta', 31021.0, 0.044, 23297, 0.033, 11127, 0.016, 113285, 0.162, 168082.0, 0.24, -8705, -0.012, 25450.0, 0.036
'PRANK_b0#0077_ttT_tree_79_OP_0.39849921812999034_Split_77.fasta', 31046.0, 0.044, 23271, 0.033, 11132, 0.016, 113287, 0.162, 168207.0, 0.24, -8684, -0.012, 25545.6, 0.036
'PRANK_b0#0078_hhH_tree_86_OP_0.2347265646541319_Split_78.fasta', 29031.0, 0.052, 24468, 0.044, 14217, 0.026, 114923, 0.208, 157697.0, 0.285, -8621, -0.016, -16078.6, -0.029
'PRANK_b0#0078_hhT_tree_53_OP_0.05303947942235687_Split_78.fasta', 29484.0, 0.05, 24696, 0.042, 8013, 0.014, 113561, 0.192, 159067.0, 0.268, -10974, -0.019, 45250.8, 0.076
'PRANK_b0#0078_htH_tree_53_OP_0.05303947942235687_Split_78.fasta', 27881.0, 0.044, 23623, 0.038, 7583, 0.012, 118913, 0.189, 150561.0, 0.24, -11246, -0.018, 39702.4, 0.063
'PRANK_b0#0078_htH_tree_86_OP_0.2347265646541319_Split_78.fasta', 28876.0, 0.052, 24311, 0.044, 13928, 0.025, 115547, 0.209, 156693.0, 0.284, -8982, -0.016, -14678.4, -0.027
'PRANK_b0#0078_thH_tree_86_OP_0.2347265646541319_Split_78.fasta', 29057.0, 0.052, 24238, 0.043, 14148, 0.025, 115331, 0.206, 157885.0, 0.283, -8753, -0.016, -15414.2, -0.028
'PRANK_b0#0078_thT_tree_53_OP_0.05303947942235687_Split_78.fasta', 29484.0, 0.05, 24696, 0.042, 8013, 0.014, 113561, 0.192, 159067.0, 0.268, -10974, -0.019, 45250.8, 0.076
'PRANK_b0#0078_ttH_tree_53_OP_0.05303947942235687_Split_78.fasta', 27879.0, 0.044, 23625, 0.038, 7591, 0.012, 118913, 0.189, 150551.0, 0.24, -11236, -0.018, 39622.4, 0.063
'PRANK_b0#0078_ttT_tree_86_OP_0.2347265646541319_Split_78.fasta', 28878.0, 0.052, 24356, 0.044, 13871, 0.025, 115453, 0.209, 156658.0, 0.284, -8987, -0.016, -14129.6, -0.026
'PRANK_b0#0079_hhH_tree_88_OP_0.1810795500099957_Split_79.fasta', 26560.0, 0.039, 20224, 0.03, 10398, 0.015, 128353, 0.191, 144093.0, 0.214, -8016, -0.012, 6426.4, 0.01
'PRANK_b0#0079_hhT_tree_88_OP_0.1810795500099957_Split_79.fasta', 26691.0, 0.039, 19967, 0.029, 10319, 0.015, 128605, 0.188, 144596.0, 0.211, -7325, -0.011, 8360.0, 0.012
'PRANK_b0#0079_ttH_tree_88_OP_0.1810795500099957_Split_79.fasta', 26560.0, 0.039, 20224, 0.03, 10394, 0.015, 128353, 0.191, 144093.0, 0.214, -8016, -0.012, 6466.4, 0.01
'PRANK_b0#0079_ttT_tree_88_OP_0.1810795500099957_Split_79.fasta', 26689.0, 0.039, 19963, 0.029, 10360, 0.015, 128617, 0.188, 144584.0, 0.211, -7373, -0.011, 7887.6, 0.012
'PRANK_b0#0080_hhT_tree_3_OP_0.05125309180508808_Split_80.fasta', 31392.0, 0.057, 25415, 0.047, 7437, 0.014, 108307, 0.198, 170770.0, 0.313, -11622, -0.021, 63116.6, 0.116
'PRANK_b0#0080_htH_tree_3_OP_0.05125309180508808_Split_80.fasta', 31345.0, 0.059, 25860, 0.048, 7125, 0.013, 107511, 0.201, 170439.0, 0.318, -12250, -0.023, 65436.8, 0.122
'PRANK_b0#0080_htT_tree_3_OP_0.05125309180508808_Split_80.fasta', 31392.0, 0.057, 25415, 0.047, 7551, 0.014, 108307, 0.198, 170770.0, 0.313, -11622, -0.021, 61976.6, 0.113
'PRANK_b0#0080_ttH_tree_3_OP_0.05125309180508808_Split_80.fasta', 31345.0, 0.059, 25860, 0.048, 7127, 0.013, 107511, 0.201, 170439.0, 0.318, -12250, -0.023, 65416.8, 0.122
'PRANK_b0#0081_hhH_tree_5_OP_0.22898839817158656_Split_81.fasta', 31102.0, 0.053, 23502, 0.04, 9921, 0.017, 112713, 0.191, 168654.0, 0.286, -7582, -0.013, 39319.4, 0.067
'PRANK_b0#0081_hhT_tree_51_OP_0.3986228120499837_Split_81.fasta', 32619.0, 0.053, 22472, 0.036, 10891, 0.018, 111739, 0.18, 176692.0, 0.284, -7001, -0.011, 38433.2, 0.062
'PRANK_b0#0081_hhT_tree_73_OP_0.04516409856856096_Split_81.fasta', 30923.0, 0.054, 25227, 0.044, 6758, 0.012, 109621, 0.192, 166991.0, 0.293, -11525, -0.02, 65961.8, 0.116
'PRANK_b0#0081_htH_tree_51_OP_0.3986228120499837_Split_81.fasta', 32510.0, 0.052, 22438, 0.036, 10833, 0.017, 112025, 0.178, 176110.0, 0.28, -7229, -0.012, 38146.0, 0.061
'PRANK_b0#0081_htT_tree_5_OP_0.22898839817158656_Split_81.fasta', 31343.0, 0.053, 23364, 0.04, 9953, 0.017, 112507, 0.192, 169817.0, 0.289, -7933, -0.014, 39852.6, 0.068
'PRANK_b0#0081_htT_tree_73_OP_0.04516409856856096_Split_81.fasta', 30923.0, 0.054, 25227, 0.044, 6758, 0.012, 109621, 0.192, 166991.0, 0.293, -11525, -0.02, 65961.8, 0.116
'PRANK_b0#0081_thH_tree_5_OP_0.22898839817158656_Split_81.fasta', 31098.0, 0.053, 23502, 0.04, 9923, 0.017, 112721, 0.191, 168638.0, 0.286, -7582, -0.013, 39281.8, 0.067
'PRANK_b0#0081_thH_tree_73_OP_0.04516409856856096_Split_81.fasta', 30651.0, 0.054, 25603, 0.045, 6464, 0.011, 109413, 0.193, 165418.0, 0.292, -12275, -0.022, 66620.4, 0.117
'PRANK_b0#0081_thT_tree_51_OP_0.3986228120499837_Split_81.fasta', 32662.0, 0.053, 22266, 0.036, 11184, 0.018, 112065, 0.18, 177002.0, 0.285, -7372, -0.012, 35377.0, 0.057
'PRANK_b0#0081_ttH_tree_51_OP_0.3986228120499837_Split_81.fasta', 32632.0, 0.052, 22522, 0.036, 10659, 0.017, 111613, 0.178, 176863.0, 0.281, -7078, -0.011, 40872.4, 0.065
'PRANK_b0#0081_ttH_tree_73_OP_0.04516409856856096_Split_81.fasta', 30647.0, 0.054, 25601, 0.045, 6461, 0.011, 109425, 0.193, 165385.0, 0.292, -12271, -0.022, 66619.0, 0.117
'PRANK_b0#0081_ttT_tree_5_OP_0.22898839817158656_Split_81.fasta', 31347.0, 0.053, 23355, 0.04, 9955, 0.017, 112517, 0.192, 169837.0, 0.289, -7929, -0.014, 39854.6, 0.068
'PRANK_b0#0085_hhT_tree_59_OP_0.3079281034987719_Split_85.fasta', 29204.0, 0.045, 23123, 0.035, 10652, 0.016, 117267, 0.18, 159930.0, 0.245, -10587, -0.016, 19369.6, 0.03
'PRANK_b0#0085_thT_tree_59_OP_0.3079281034987719_Split_85.fasta', 29188.0, 0.045, 23144, 0.035, 10695, 0.016, 117257, 0.18, 159866.0, 0.245, -10585, -0.016, 18879.6, 0.029
'PRANK_b0#0085_ttH_tree_59_OP_0.3079281034987719_Split_85.fasta', 29215.0, 0.044, 22991, 0.035, 10674, 0.016, 117509, 0.179, 160011.0, 0.243, -10561, -0.016, 19208.2, 0.029
'PRANK_b0#0085_ttT_tree_59_OP_0.3079281034987719_Split_85.fasta', 29181.0, 0.045, 23108, 0.035, 10659, 0.016, 117343, 0.179, 159813.0, 0.244, -10669, -0.016, 19085.4, 0.029
'PRANK_b0#0086_hhH_tree_46_OP_0.17943757149806483_Split_86.fasta', 31452.0, 0.053, 24513, 0.042, 9158, 0.016, 109991, 0.186, 170625.0, 0.289, -10304, -0.017, 46742.8, 0.079
'PRANK_b0#0086_hhT_tree_46_OP_0.17943757149806483_Split_86.fasta', 31523.0, 0.053, 24530, 0.041, 9041, 0.015, 109815, 0.186, 170954.0, 0.289, -10489, -0.018, 48092.0, 0.081
'PRANK_b0#0086_hhT_tree_47_OP_0.4322745197435511_Split_86.fasta', 30459.0, 0.047, 21299, 0.033, 13421, 0.021, 118405, 0.184, 164956.0, 0.257, -6868, -0.011, 197.0, 0.0
'PRANK_b0#0086_htT_tree_47_OP_0.4322745197435511_Split_86.fasta', 30453.0, 0.047, 21301, 0.033, 13460, 0.021, 118413, 0.184, 164926.0, 0.257, -6876, -0.011, -232.6, -0.0
'PRANK_b0#0086_thT_tree_46_OP_0.17943757149806483_Split_86.fasta', 31464.0, 0.053, 24603, 0.042, 9087, 0.015, 109787, 0.186, 170667.0, 0.288, -10401, -0.018, 47438.6, 0.08
'PRANK_b0#0086_thT_tree_47_OP_0.4322745197435511_Split_86.fasta', 30479.0, 0.048, 21279, 0.033, 13240, 0.021, 118405, 0.185, 165162.0, 0.258, -6790, -0.011, 2291.0, 0.004
'PRANK_b0#0086_ttH_tree_46_OP_0.17943757149806483_Split_86.fasta', 31656.0, 0.054, 24281, 0.041, 9074, 0.015, 110047, 0.187, 172181.0, 0.293, -9851, -0.017, 49580.6, 0.084
'PRANK_b0#0086_ttH_tree_47_OP_0.4322745197435511_Split_86.fasta', 30030.0, 0.047, 21852, 0.034, 13145, 0.021, 118157, 0.185, 162278.0, 0.255, -6706, -0.011, 490.6, 0.001
'PRANK_b0#0087_hhT_tree_44_OP_0.200818760412537_Split_87.fasta', 28504.0, 0.041, 26146, 0.038, 8569, 0.012, 112621, 0.162, 154911.0, 0.222, -12581, -0.018, 34115.8, 0.049
'PRANK_b0#0087_htT_tree_44_OP_0.200818760412537_Split_87.fasta', 28504.0, 0.041, 26146, 0.038, 8567, 0.012, 112621, 0.162, 154911.0, 0.222, -12581, -0.018, 34135.8, 0.049
'PRANK_b0#0087_thT_tree_44_OP_0.200818760412537_Split_87.fasta', 28534.0, 0.041, 26129, 0.037, 8580, 0.012, 112595, 0.162, 155091.0, 0.223, -12570, -0.018, 34202.0, 0.049
'PRANK_b0#0087_ttT_tree_44_OP_0.200818760412537_Split_87.fasta', 28509.0, 0.041, 26141, 0.038, 8569, 0.012, 112621, 0.162, 154936.0, 0.222, -12569, -0.018, 34152.8, 0.049
'PRANK_b0#0088_hhH_tree_14_OP_0.3064418702671071_Split_88.fasta', 23775.0, 0.034, 15365, 0.022, 10011, 0.014, 143641, 0.204, 129026.0, 0.183, -5514, -0.008, -5326.2, -0.008
